name,description,price_egp,image_url,ram_gb,storage_gb,storage_type,cpu_family,cpu_generation,cpu_model,gpu,screen_size_inch,product_code,link
"Renewed Latitude 7480 Laptop With 14-Inch Full HD Display, Core i7 Processor/16GB RAM/512GB SSD/Intel HD Graphics 650/Windows 10 /International Version English Black","Product Overview HIGHLIGHTS 14-inch LED display with full-HD resolution offers exceptional visual clarity Intel Core i7 processor ensures reliable performance 16GB RAM improves your laptop’s performance and runs faster and smoother 512GB SSD storage can be used for storing huge amount of data, be it pictures, videos or documents Intel HD graphics efficiently handle high-end gaming and graphic-intensive tasks SPECIFICATIONS RAM Size 16 GB Screen Size 14 in Display Resolution 1920x1080 Keyboard Language English Resolution Full HD OS Version Windows 10 Usage Business Number of Cores Dual Core Processor Version Number/Generation 7th Gen Graphic Memory 0 GB Model Number 7,480 HDMI Output Yes SD Card Slot No Internal Memory 512 GB Version International Version Colour Name Black Display Type LED Type SSD Operating System Windows Model Series Dell Latitude RAM Type DDR4 External Graphics Integrated Features Personal, Business, Travel Model Name Latitude Number of USB Ports 3 Number of HDMI Ports 1 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,133.33. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",18400,https://f.nooncdn.com/p/v1649657819/N14163874A_1.jpg?width=800,16,512,SSD,Unknown,Unknown,Unknown,Integrated,14.0,N14163874A,https://www.noon.com/egypt-en/renewed-latitude-7480-laptop-with-14-inch-full-hd-display-core-i7-processor-16gb-ram-512gb-ssd-intel-hd-graphics-650-windows-10-international-version-english-black/N14163874A/p/
Renewed Latitude 7480 Laptop With 14-Inch Full HD Display Intel Core i5 Processor/8GB RAM/256GB SSD/Intel HD Graphics 520/Windows 10/International Version English Black,"Product Overview HIGHLIGHTS Uni-body design provides a clean and seamless exterior with superior structural performance Built to allow flexible and automated BIOS Easy to deploy, monitor and update your latitude fleet High-resolution display makes it simple to view and manage your work Equipped with an Intel 7th Gen Core i5 processor for increased performance SPECIFICATIONS RAM Size 8 GB Screen Size 14 in Display Resolution 1920x1080 Keyboard Language English Display Type LED Type SSD Operating System Windows Model Series Dell Latitude RAM Type DDR4 External Graphics Integrated Features Personal Model Name Latitude Number of USB Ports 3 Number of HDMI Ports 0 Internal Memory 256 GB Version International Version Colour Name Black GPU Version Intel HD 520 Resolution Full HD OS Version Windows 10 Usage Business Number of Cores Dual Core Processor Version Number/Generation 7th Gen Graphic Memory 0 GB Model Number 7,480 HDMI Output No SD Card Slot No Processor Version Core i5-7200U Product Features View Full Product Features Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 5,744.00. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",17232,https://f.nooncdn.com/p/v1649432297/N14163861A_1.jpg?width=800,8,256,SSD,I5,7200,7200U,Integrated,14.0,N14163861A,https://www.noon.com/egypt-en/renewed-latitude-7480-laptop-with-14-inch-full-hd-display-intel-core-i5-processor-8gb-ram-256gb-ssd-intel-hd-graphics-520-windows-10-international-version-english-black/N14163861A/p/
"Renewed - Latitude 7480 Laptop With 14-Inch Screen,Intel Core i7/Quad Core/7th Gen/8GB RAM/256GB SSD/Windows 10 Pro English Black","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Features an Intel i7 7th Gen processor for powerful computing. Includes 16GB of RAM and a 512GB SSD for fast performance and ample storage. Designed for durability with a sleek, professional look, suitable for business use. SPECIFICATIONS CPU Speed 2.8 GHz Internal Memory 512 GB Display Resolution 1920x1080 Keyboard Language English Battery Life 2 Hours OS Version Windows 10 Usage Personal Number of Cores Quad Core Processor Version Number/Generation 7th Gen Model Number 7480 HDMI Output Yes SD Card Slot Yes RAM Size 16 GB Screen Size 14 in Colour Name Black GPU Version Intel UHD 620 Type SSD Operating System Windows Grade Max RAM Type DDR4 External Graphics Integrated Model Name Latitude Number of USB Ports 2 Processor Version Core i7-7600U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 13,333.33. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics",40000,https://f.nooncdn.com/p/pnsku/N70093619V/45/_/1721221351/51e22045-e20a-484d-a8cc-553cf1cc1be1.jpg?width=800,8,512,SSD,I7,7600,7600U,Integrated,14.0,N70093619V,https://www.noon.com/egypt-en/renewed-latitude-7480-laptop-with-14-inch-screen-intel-core-i7-quad-core-7th-gen-8gb-ram-256gb-ssd-windows-10-pro-english-black/N70093619V/p/
"Renewed Latitude 7480 With 14-Inch Display, Core i7 Processor/8GB RAM/256GB SSD/Intel HD Graphics 620 Windows 10 Pro Black","Product Overview HIGHLIGHTS Intel Core i7 processor strikes a fine balance between optimal performance and battery life 8GB RAM ensures seamless computing Intel HD Graphics 620 ensures a lag-free gaming experience Backlit keyboard eases typing and gaming in low light conditions The high capacity battery enables prolonged hours of computing SPECIFICATIONS CPU Speed 2.8 GHz Internal Memory 256 GB Screen Size 14 in Colour Name Black Display Type LED Battery Life 11 Hours OS Version Windows 10 Pro Number of Cores Dual Core Processor Version Number/Generation 7th_gen Features Business, Lithium Ion Model Name Latitude 7480 Number of USB Ports 3 Number of HDMI Ports 1 RAM Size 8 GB Product Weight 1.36 KG Display Resolution 1920x1080 Weight 1 - 1.4 Kg Resolution Full HD Type SSD Operating System Windows RAM Type DDR4 External Graphics Integrated Model Number NBDELL7480 HDMI Output Yes SD Card Slot Yes Processor Version 7600U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 5,166.67. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",15500,https://f.nooncdn.com/p/v1516259656/N13133931A_1.jpg?width=800,8,256,SSD,Unknown,Unknown,Unknown,Integrated,14.0,N13133931A,https://www.noon.com/egypt-en/renewed-latitude-7480-with-14-inch-display-core-i7-processor-8gb-ram-256gb-ssd-intel-hd-graphics-620-windows-10-pro-black/N13133931A/p/
"Renewed Latitude 7480 With 14-Inch HD Display, Core i5 Processor/8GB RAM/256GB SSD/Intel UHD Graphics /International Version Windows 10 Grey English Grey","Product Overview HIGHLIGHTS Intel Core i5 processor strikes a fine balance between optimal performance and battery life The 14-Inch HD display provides an immersive visual experience 8GB RAM makes multitasking a breeze Features 802.11ac wireless band for seamless connectivity Equipped with a high capacity battery which ensures prolonged hours of computing SPECIFICATIONS RAM Size 8 GB Product Weight 2.58 KG Version International Version Colour Name Grey Keyboard Language English Resolution HD OS Version Windows 10 Usage Business Operating System Number 10 RAM Type DDR4 External Graphics Integrated Features Personal Model Name NBDELL7480I53VP Number of USB Ports 2 Number of HDMI Ports 1 Internal Memory 256 GB Screen Size 14 in Display Resolution 1366x768 Weight 2.3 - 2.5 Kg Display Type LED Type SSD Operating System Windows Model Series Dell Latitude Number of Cores Dual Core Processor Version Number/Generation 7th Gen Graphic Memory 0 GB Model Number NBDELL7480I53VP HDMI Output Yes SD Card Slot Yes Processor Version Core i5-7300U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,398.33. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",19195,https://f.nooncdn.com/p/v1649749552/N13133923A_1.jpg?width=800,8,256,SSD,I5,7300,7300U,Intel UHD Graphics,14.0,N13133923A,https://www.noon.com/egypt-en/renewed-latitude-7480-with-14-inch-hd-display-core-i5-processor-8gb-ram-256gb-ssd-intel-uhd-graphics-international-version-windows-10-grey-english-grey/N13133923A/p/
"Renewed Latitude 7490 Business (Upgraded Version) Laptop With 14-Inch Full HD Display, Core i7 Processor/8GB RAM/256GB SSD/Intel HD Graphics 620/Windows 10 Black","Product Overview HIGHLIGHTS Upgraded the laptop to enhance the performance, It has been tested and inspected after upgrading the specifications 1 Year Seller Warranty Features curved keys and ergonomic layout for complete typing comfort Ensures high processing speed and efficient multitasking Storage option allows to store all the files and media easily SPECIFICATIONS RAM Size 8 GB Product Weight 1.4 KG Display Resolution 1920x1080 Weight 1 - 1.4 Kg Display Type LED Type SSD Operating System Windows Model Series Dell Latitude Product Height 4.5 cm Number of Cores Quad Core Processor Version Number/Generation 8650U/8th Generation Model Number 7,490 SD Card Slot Yes Internal Memory 256 GB Screen Size 14 in Colour Name Black GPU Version Intel HD 620 Resolution Full HD OS Version Windows 10 Usage Business Product Length 21.4 cm Product Width 17.1 cm RAM Type DDR4 External Graphics Integrated Number of USB Ports 3 Product Features View Full Product Features Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,000.00. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",18000,https://f.nooncdn.com/p/v1649432297/N23403779A_1.jpg?width=800,8,256,SSD,Unknown,Unknown,Unknown,Integrated,14.0,N23403779A,https://www.noon.com/egypt-en/renewed-latitude-7490-business-upgraded-version-laptop-with-14-inch-full-hd-display-core-i7-processor-8gb-ram-256gb-ssd-intel-hd-graphics-620-windows-10-black/N23403779A/p/
"Renewed Latitude 7490 Laptop With 14-Inch Display, Core i5 Processor/8GB RAM/256GB SSD/Intel Integrated UHD Graphics 620 Black","Product Overview HIGHLIGHTS With industry-leading battery life and extensive connectivity options like 4G/LTE and single cable docking, workers can be confident that they can stay connected wherever they are Features like Express Charge, which gives workers up to an 80% charge in less than an hour, workers can seamlessly move between their desks and meetings Experience an increase in performance with optional Intel 8th Gen processors and PCIe SSD for optimal performance Optional touch-enabled, high resolution display makes it simple to view and manage your work throughout the day Features an anti-glare embedded touch screen for reduced weight and remarkable viewing all day SPECIFICATIONS CPU Speed 3.4 GHz Internal Memory 256 GB Screen Size 14 in Colour Name Black Display Type LCD Type SSD Operating System Windows Model Series Dell Latitude Product Height 0.7 in Number of Cores Quad Core Processor Version Number/Generation i5-8250U Features Ergonomic, Business, Travel, Personal, Intel Model Name Latitude 7490 Number of USB Ports 1 Number of HDMI Ports 1 RAM Size 8 GB Product Weight 1.4 KG Display Resolution 1920x1080 Weight 1 - 1.4 Kg Resolution Full HD OS Version Windows 10 Pro Usage Business Product Length 13 in Product Width 8.2 in RAM Type DDR4 External Graphics Processor Graphics Model Number 7490 HDMI Output Yes SD Card Slot Yes Processor Version 8250U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,000.00. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",18000,https://f.nooncdn.com/p/pnsku/N29602621A/45/_/1760971697/d63bdcca-69d3-44f3-9688-28e9445bcf94.jpg?width=800,8,256,SSD,I5,8250,8250U,UHD Graphics,14.0,N29602621A,https://www.noon.com/egypt-en/renewed-latitude-7490-laptop-with-14-inch-display-core-i5-processor-8gb-ram-256gb-ssd-intel-integrated-uhd-graphics-620-black/N29602621A/p/
"Renewed - Latitude 7490 Laptop With 14-Inch Full HD Touch Display,Core i7/8th Gen/16GB RAM/256GB SSD/Windows 10/Intel HD Graphics English Black","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Premium display delivers crisp visuals to enjoy your movies and music videos Excellent choice for both business and personal computing needs The powerful Intel Core processor can handle multitasking with ease, and a huge amount of memory keeps your system running fast even with heavy applications SPECIFICATIONS CPU Speed 1.7 GHz Internal Memory 256 GB Display Resolution 1080x1920 Keyboard Language English Battery Life 2 Hours OS Version Windows 10 Pro Connection Type HDMI Model Series Dell Latitude Number of Cores Dual Core RAM Type DDR4 External Graphics Integrated Model Name Latitude Number of USB Ports 2 Number of HDMI Ports 1 RAM Size 16 GB Screen Size 14 in Colour Name Black GPU Version Intel HD 620 Type SSD Operating System Windows Usage Business Grade Max Wireless Bluetooth Processor Version Number/Generation 8th Gen Model Number 7490 HDMI Output Yes SD Card Slot Yes Processor Version Core i7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 13,333.33. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. Thes",40000,https://f.nooncdn.com/p/pnsku/N70088879V/45/_/1719915088/404cc91e-c39c-4310-8b97-9c9b84db790d.jpg?width=800,16,256,SSD,Unknown,Unknown,Unknown,Integrated,14.0,N70088879V,https://www.noon.com/egypt-en/renewed-latitude-7490-laptop-with-14-inch-full-hd-touch-display-core-i7-8th-gen-16gb-ram-256gb-ssd-windows-10-intel-hd-graphics-english-black/N70088879V/p/
"Renewed - Latitude 7490 Laptop With 14-Inch Touchscreen,Intel Core i7 Processor/8th Gen/16GB RAM/512GB SSD/Intel UHD Graphics 620 English/Arabic Black","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS 8 MB Cache Weight: Starts from 1.40 kg Height: 1.79 cm SPECIFICATIONS CPU Speed 1.9 GHz Internal Memory 512 GB Display Resolution 1366x768 Keyboard Language English/Arabic Resolution HD Type SSD Operating System Windows Model Series Dell Latitude Number of Cores Quad Core Processor Version Number/Generation 8th Gen Features Business, Bluetooth, Intel Model Name Latitude 7490 Number of USB Ports 3 Number of HDMI Ports 1 RAM Size 16 GB Screen Size 14 in Colour Name Black Display Type LED Battery Life 2 Hours OS Version Windows 10 Usage Business Grade Max RAM Type DDR4 External Graphics Integrated Model Number 7490 HDMI Output Yes SD Card Slot Yes Processor Version Core i7-8650U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 13,333.33. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",40000,https://f.nooncdn.com/p/pnsku/N53427056A/45/_/1725955199/f28ec3d1-67fa-4c66-b866-e05c83874872.jpg?width=800,16,512,SSD,I7,8650,8650U,Intel UHD Graphics,14.0,N53427056A,https://www.noon.com/egypt-en/renewed-latitude-7490-laptop-with-14-inch-touchscreen-intel-core-i7-processor-8th-gen-16gb-ram-512gb-ssd-intel-uhd-graphics-620-english-arabic-black/N53427056A/p/
"Renewed - Latitude 7490 Notebook With 14-Inch Display,Core I5 I5-8350U 8th Gen/8GB RAM/256GB SSD/Windows 10 Pro English black","Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 13,333.33. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",40000,https://f.nooncdn.com/p/pnsku/N70163810V/45/_/1742475869/37ef57bc-8328-4455-baf7-405ee3dc2b8b.jpg?width=800,8,256,SSD,I5,8350,8350U,Integrated,14.0,N70163810V,https://www.noon.com/egypt-en/renewed-latitude-7490-notebook-with-14-inch-display-core-i5-i5-8350u-8th-gen-8gb-ram-256gb-ssd-windows-10-pro-english-black/N70163810V/p/
"Renewed Latitude 7490 With 14-Inch Display, Core i7 Processor/16GB/1TB SSD/Intel HD Graphics 620 Windows 10 Black","Product Overview HIGHLIGHTS Equipped with Intel core i7 8650U processor, which delivers incredible smooth and seamless multitasking Powerful chipset facilitates fast boots and seamless multitasking Large storage option allows you to store all your files and media easily Sleek and stylish design makes this eye-catching Fuelled by a powerful battery that offers prolonged hours of computing SPECIFICATIONS RAM Size 16 GB Product Weight 1.4 KG Display Resolution 1920x1080 Colour Name Black Display Type IPS Type SSD Operating System Windows Product Height 17.9 mm Operating System Number Windows 10 Pro Wireless Wireless Processor Version Number/Generation 8650U/8th Gen Features Ergonomic, Travel, Personal, Shock Proof Model Name LATITUDE 7490 Adobe Flash Compatible yes SD Card Slot Yes Internal Memory 1 TB Screen Size 14 in Features Touchscreen Weight 1 - 1.4 Kg Resolution Ultra HD OS Version Windows 10 Product Length 331 mm Product Width 220.9 mm Number of Cores Quad Core RAM Type DDR4 External Graphics Graphic Card Model Number DELL LATITUDE 7490 HDMI Output Yes Number of USB Ports 3 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 8,799.67. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",26399,https://f.nooncdn.com/p/v1570784645/N29881708A_1.jpg?width=800,16,1024,SSD,I7,8650,8650U,Integrated,14.0,N29881708A,https://www.noon.com/egypt-en/renewed-latitude-7490-with-14-inch-display-core-i7-processor-16gb-1tb-ssd-intel-hd-graphics-620-windows-10-black/N29881708A/p/
"Renewed Latitude 7490 With 14-Inch Display, Core i7 Processor/16GB/512GB SSD/Intel UHD Graphics 620 /DOS Black","Product Overview HIGHLIGHTS Equipped with Intel core i7 8650U processor, which delivers incredible smooth and seamless multitasking Powerful chipset facilitates fast boots and seamless multitasking Large storage option allows you to store all your files and media easily Sleek and stylish design makes this eye-catching Fuelled by a powerful battery that offers prolonged hours of computing SPECIFICATIONS RAM Size 16 GB Product Weight 1.4 KG Display Resolution 1920x1080 Colour Name Black Display Type IPS Type SSD Product Length 331 mm Product Width 220.9 mm Wireless Wireless Processor Version Number/Generation 8650U/8th Gen Features Ergonomic, Travel, Personal, Shock Proof Model Name LATITUDE 7490 Adobe Flash Compatible yes SD Card Slot Yes Internal Memory 512 GB Screen Size 14 in Features Touchscreen Weight 1 - 1.4 Kg Resolution Ultra HD Operating System DOS Product Height 17.9 mm Number of Cores Quad Core RAM Type DDR4 External Graphics Graphic Card Model Number DELL LATITUDE 7490 HDMI Output Yes Number of USB Ports 3 Product Features View Full Product Features Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 5,833.33. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",17500,https://f.nooncdn.com/p/v1570784644/N29881709A_1.jpg?width=800,16,512,SSD,I7,8650,8650U,Intel UHD Graphics,14.0,N29881709A,https://www.noon.com/egypt-en/renewed-latitude-7490-with-14-inch-display-core-i7-processor-16gb-512gb-ssd-intel-uhd-graphics-620-dos-black/N29881709A/p/
"Renewed - Latitude 9420 Notebook With 14-Inch Display,Core i7-1185G7/Quad Core/11th Gen/16GB RAM/256GB SSD/Intel Iris XE Graphics/Windows 10 Pro English/Arabic Carbon Fiber","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Keep all your conversations private with the help of an easy-to-activate mute button Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs SPECIFICATIONS CPU Speed 3 GHz Internal Memory 256 GB Display Resolution 1920x1080 Keyboard Language English/Arabic Display Type LCD Battery Life 3 Hours OS Version Windows 10 Pro Usage Business Grade Max RAM Type DDR4 External Graphics Integrated What's In The Box Laptop, Charger, Manual Model Name Latitude 9420 Number of USB Ports 3 Number of HDMI Ports 1 RAM Size 16 GB Screen Size 15.6 in Colour Name Carbon Fiber GPU Version Intel Iris XE Resolution Full HD Type SSD Operating System Windows Model Series Dell Latitude Number of Cores Quad Core Processor Version Number/Generation 11th Gen Graphic Memory 2 MB Model Number Latitude 9420 HDMI Output YES SD Card Slot NO Processor Version Core i7-1185G7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,066.67. DELL Renewed - Latitude 9420 Notebook With 14-Inch Display,Core i7-1185G7/Quad Core/11th Gen/16GB RAM/256GB SSD/Intel Iris XE Graphics/Windows 10 Pro English/Arabic Carbon Fiber Lenovo M20 Mini Wired Mouse Black ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% func",21200,https://f.nooncdn.com/p/pnsku/N70100682V/45/_/1723635103/a694fd3b-7bc3-46f1-92bf-ca6118a63db1.jpg?width=800,16,256,SSD,Unknown,Unknown,Unknown,Intel Iris XE Graphics,15.6,N70100682V,https://www.noon.com/egypt-en/renewed-latitude-9420-notebook-with-14-inch-display-core-i7-1185g7-quad-core-11th-gen-16gb-ram-256gb-ssd-intel-iris-xe-graphics-windows-10-pro-english-arabic-carbon-fiber/N70100682V/p/
"Renewed Latitude E 5450 With 14-Inch Display, Core i7 Processor/8GB RAM/256GB SSD/Intel HD Graphics 5500 Windows 8 Black","Product Overview HIGHLIGHTS The massive storage makes sure that you don't have to deal with space crunch It has a clear display that enhances your visual experience It comes with a powerful processor that offers you a lightning fast computing experience Latitude 14 5000 series offers a fully-featured, premium mobile experience to meet the needs High quality wifi, bluetotth,webcam support and various connection options SPECIFICATIONS CPU Speed 2.2 GHz Internal Memory 256 GB Screen Size 14 in Colour Name Black GPU Version Intel HD 5500 Resolution HD OS Version Windows 8 Usage Business Product Length 35 cm Product Width 29 cm RAM Type DDR3 Features Gaming Model Name Latitude Number of USB Ports 3 RAM Size 8 GB Product Weight 1.81 KG Display Resolution 1366x768 Weight 1.5 - 1.9 Kg Display Type LCD Type SSD Operating System Windows Model Series Dell Latitude Product Height 3.2 cm Number of Cores Dual Core Processor Version Number/Generation 5600U Model Number E 5450 HDMI Output Yes Processor Version 5600U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,200.00. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",18600,https://f.nooncdn.com/p/v1610971476/N12402502A_1.jpg?width=800,8,256,SSD,Unknown,Unknown,Unknown,Integrated,14.0,N12402502A,https://www.noon.com/egypt-en/renewed-latitude-e-5450-with-14-inch-display-core-i7-processor-8gb-ram-256gb-ssd-intel-hd-graphics-5500-windows-8-black/N12402502A/p/
