name,description,price_egp,image_url,ram_gb,storage_gb,storage_type,cpu_family,cpu_generation,cpu_model,gpu,screen_size_inch,product_code,link
"Renewed - EliteBook 840 G6 Business Laptop With 14 inch Display,Intel Core i7-8665U CPU/8th Generation/8GB DDR4 RAM/256GB SSD Hard/Windows 10 Pro English Silver","Product Overview Renewed Premium: Never been used, but may have been looked at. These items have no visible scratches or bruises. They are checked, renewed and re-packed in a generic but new box. You will get all original accessories + up to 12 months warranty. 1. Product is not used or minimally used. It is Renewed like new with no visible scratches and packed in a new generic box. It comes with all original accessories. 2. Product has passed Noon standard functionality checklist and has been renewed by Noon certified partners to Like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with up to 12 months warranty basis What will be the condition of my product? How are the grades classified? Every product sold by Noon is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty HIGHLIGHTS 8th Generation Business Laptop Bang & Olufsen Audio System SPECIFICATIONS CPU Speed 1.9 GHz Internal Memory 256 GB Sim Type No SIM Card Features Anti Glare Keyboard Language English Resolution Full HD Type SSD Operating System Windows Usage Business Number of Cores Quad Core Processor Version Number/Generation 8th Gen What's In The Box Laptop and charger Model Number 840 G6 Pixels Per Inch 1800x2880 Number of USB Ports 3 Processor Version Core i7-8665U RAM Size 8 GB Screen Size 14 in Display Resolution 1920x1080 Colour Name Silver Display Type WLED Battery Life 4 Hours OS Version Windows 10 Pro Connection Type HDMI Grade Premium RAM Type DDR4 External Graphics Integrated Features Bluetooth, Built In Speaker, Business, Intel, Lithium Ion Model Name Elitebook 840 HDMI Output Yes Number of HDMI Ports 1 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,333.33. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",19000,https://f.nooncdn.com/p/v1679032983/N53392145A_1.jpg?width=800,8,256,SSD,I7,8665,8665U,Integrated,14.0,N53392145A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-business-laptop-with-14-inch-display-intel-core-i7-8665u-cpu-8th-generation-8gb-ddr4-ram-256gb-ssd-hard-windows-10-pro-english-silver/N53392145A/p/
"Renewed EliteBook 840 G6 Laptop With 14.1-Inch Display, Core i5 Processor/8GB RAM/256GB SSD/Intel UHD Graphics Silver","Product Overview HIGHLIGHTS Profound 8GB RAM assures immense multitasking Decked with Core i5-8265U processor that gives the system uninterrupted and seamless performance Sleek unibody chassis and design with a special protective finish to guard against wear and tear Cutting-edge graphics aid through high-end gaming and graphic-intensive tasks Clocked with premium processor that ensures the reliable performance SPECIFICATIONS RAM Size 8 GB Product Weight 1.48 KG Display Resolution 1920x1080 Weight 1 - 1.4 Kg Display Type LED Type SSD Usage Business Product Height 1.79 cm Number of Cores Quad Core Processor Version Number/Generation 8th Gen Features Personal, Intel, Ergonomic, Business Model Name Elitebook 840 Number of USB Ports 2 Internal Memory 256 GB Screen Size 14.1 in Colour Name Silver GPU Version Intel UHD 600 Resolution Full HD Operating System DOS Product Length 32.6 cm Product Width 23.43 cm RAM Type DDR4 External Graphics Processor Graphics Model Number 7YK97ES HDMI Output yes Product Features View Full Product Features Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 6,966.67. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",20900,https://f.nooncdn.com/p/v1600075142/N40339147A_1.jpg?width=800,8,256,SSD,I5,8265,8265U,Intel UHD Graphics,14.1,N40339147A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-1-inch-display-core-i5-processor-8gb-ram-256gb-ssd-intel-uhd-graphics-silver/N40339147A/p/
"Renewed EliteBook 840 G6 Laptop With 14-Inch Display, Core i5 Processer/8GB RAM/256GB SSD/Intel UHD Graphics Windows 10 Pro Silver","Product Overview HIGHLIGHTS Keep all your conversations private with the help of an easy-to-activate mute button Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs SPECIFICATIONS CPU Speed 1.1 GHz Internal Memory 256 GB Display Resolution 1920x1080 GPU Version Intel UHD 600 Resolution Full HD OS Version Windows 10 Pro Usage Business RAM Type DDR4 External Graphics Integrated Model Name Elitebook 840 Number of USB Ports 4 Number of HDMI Ports 1 RAM Size 8 GB Screen Size 14 in Colour Name Silver Display Type LED Type SSD Operating System Windows Number of Cores Single Core Processor Version Number/Generation 7th Gen Model Number 7KK19UT HDMI Output yes SD Card Slot yes Processor Version 8365U Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,933.33. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",23800,https://f.nooncdn.com/p/v1611725309/N43724593A_1.jpg?width=800,32,1024,NVMe SSD,I3,1315,1315U,Intel Iris XE Graphics,14.0,N43724593A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-inch-display-core-i5-processer-8gb-ram-256gb-ssd-intel-uhd-graphics-windows-10-pro-silver/N43724593A/p/
"Renewed - EliteBook 840 G6 Laptop With 14-Inch Display, Core i7 8565U Processer/16GB RAM/512GB SSD/Intel UHD Graphics 620 English Silver","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Keep all your conversations private with the help of an easy-to-activate mute button Ultimate combination of performance and speed to edit photos and videos faster Customise performance, fan speed and noise, and external temperature all to the meet your needs SPECIFICATIONS CPU Speed 1.8 GHz Internal Memory 512 GB Display Resolution 1920x1080 Keyboard Language English Resolution Full HD Type SSD Operating System Windows Grade Max RAM Type DDR4 Model Number 7KK35UT HDMI Output Yes SD Card Slot Yes Processor Version 8565U RAM Size 16 GB Screen Size 14 in Colour Name Silver Display Type LED Battery Life 2 Hours OS Version Windows 10 Usage Business Number of Cores Single Core Processor Version Number/Generation 8th gen Model Name Elitebook 840 Number of USB Ports 2 Number of HDMI Ports 1 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,666.65. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health &",22999,https://f.nooncdn.com/p/pnsku/N49539530A/45/_/1751460095/dd8ca90d-1dff-4008-9432-8ce42180df69.jpg?width=800,16,512,SSD,I7,8565,8565U,Intel UHD Graphics,14.0,N49539530A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-inch-display-core-i7-8565u-processer-16gb-ram-512gb-ssd-intel-uhd-graphics-620-english-silver/N49539530A/p/
"Renewed - Elitebook 840 G6 Laptop With 14-Inch Display, Core i7-8565U Processor/8GB RAM/512GB SSD/Intel UHD Shared Graphics Card And English-Arabic Backlit Keyboard Silver Silver","Product Overview Renewed Premium: Never been used, but may have been looked at. These items have no visible scratches or bruises. They are checked, renewed and re-packed in a generic but new box. You will get all original accessories + up to 12 months warranty. 1. Product is not used or minimally used. It is Renewed like new with no visible scratches and packed in a new generic box. It comes with all original accessories. 2. Product has passed Noon standard functionality checklist and has been renewed by Noon certified partners to Like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with up to 12 months warranty basis What will be the condition of my product? How are the grades classified? Every product sold by Noon is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty HIGHLIGHTS Balance design, power, and mobility with this ultraslim distinctively designed aluminum laptop with a narrow border display Protect your PC against the evolving malware threats of the future, with self-healing, manageable security solutions from HP A sleek and stylish design makes this eye-catching laptop easy to take anywhere Enjoy movies and photos with the great image quality and high-definition Multitasking feels easy and fast with a high performance Intel processor SPECIFICATIONS RAM Size 8 GB Product Weight 1.48 KG Display Resolution 1920x1080 Weight 1 - 1.4 Kg Resolution Full HD Operating System DOS Grade Premium RAM Type DDR4 External Graphics Integrated Features Business, Travel, Intel Model Name Elitebook 840 Internal Memory 512 GB Screen Size 14 in Colour Name Silver Display Type LED Type SSD Usage Business Number of Cores Quad Core Processor Version Number/Generation 8th Gen Graphic Memory 0 GB Model Number Elitebook 840 G6 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,000.00. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",21000,https://f.nooncdn.com/p/v1605160740/N41873203A_1.jpg?width=800,8,512,SSD,I7,8565,8565U,Integrated,14.0,N41873203A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-inch-display-core-i7-8565u-processor-8gb-ram-512gb-ssd-intel-uhd-shared-graphics-card-and-english-arabic-backlit-keyboard-silver-silver/N41873203A/p/
"Renewed - EliteBook 840 G6 Laptop With 14-Inch Display, Intel Core i7 Processor/8th Gen/16GB RAM/512GB SSD/Intel UHD Graphics 620 Silver","Product Overview Renewed Max: Minimal prior usage, but come from the safest hands. These items have no visible scratches or bruises. They are checked, renewed and re-packed in a generic but new box. All compatible accessories and up to 90 days warranty included for you. 1. Product is minimally used. It is Renewed like new with no visible scratches and packed in a new generic box. It comes with all compatible accessories. 2. Product has passed Noon standard functionality checklist and has been renewed by Noon certified partners to Like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with up to 180 days warranty What will be the condition of my product? How are the grades classified? Every product sold by Noon is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty HIGHLIGHTS 1.8GHz Intel Core i7-8565U 8th Gen processor Uniquely designed for the modern mobile professional It is a highly secure and manageable PC offering powerful collaboration tools, enabling the enterprise workforce to be more productive and secure on the go or in the office. SPECIFICATIONS CPU Speed 1.9 GHz Internal Memory 512 GB Display Resolution 1920x1080 Display Type LED OS Version Windows 10 Grade Max RAM Type DDR4 External Graphics Integrated Model Name HP EliteBook 840 G6 RAM Size 16 GB Screen Size 14 in Colour Name Silver Type SSD Operating System Windows Number of Cores Quad Core Processor Version Number/Generation 8th Gen Model Number 7KK40UT Processor Version core i7 Product Features View Full Product Features Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,666.67. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",23000,https://f.nooncdn.com/p/v1621430603/N47343646A_1.jpg?width=800,16,512,SSD,I7,8565,8565U,Intel UHD Graphics,14.0,N47343646A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-inch-display-intel-core-i7-processor-8th-gen-16gb-ram-512gb-ssd-intel-uhd-graphics-620-silver/N47343646A/p/
"Renewed - EliteBook 840 G6 Laptop With 14 Inch FHD Display,Intel Core i7 16GB DDR4 RAM/8th Generation/512GB SSD/Windows 10 Pro English Silver","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Elegant Design Slim and Light Good for Business and personal use No Fingerprint Option SPECIFICATIONS RAM Size 16 GB Screen Size 14 in Colour Name Silver Display Type LED Battery Life 2 Hours OS Version Windows 10 Pro Connection Type HDMI Model Series HP Elite RAM Type DDR4 What's In The Box Laptop and charger Model Name Elitebook 840 SD Card Slot Yes Processor Version Core i7-8565U Internal Memory 512 GB Display Resolution 1920x1080 Keyboard Language English Resolution Full HD Type SSD Operating System Windows Usage Personal Grade Max Processor Version Number/Generation 8th Gen Model Number 840 G6 Pixels Per Inch 1920x1080 Number of HDMI Ports 1 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,666.67. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",23000,https://f.nooncdn.com/p/pnsku/N53392154A/45/_/1764242478/0bc9ad37-1311-4fb2-aa56-706dbf074caa.jpg?width=800,16,512,SSD,I7,8565,8565U,Integrated,14.0,N53392154A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-inch-fhd-display-intel-core-i7-16gb-ddr4-ram-8th-generation-512gb-ssd-windows-10-pro-english-silver/N53392154A/p/
"Renewed - EliteBook 840 G6 Laptop With 14 Inch Touch Screen Display,Intel Core i5-8365U/16GB DDR4 RAM/256GB SSD/Windows 11 Silver Silver","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Ultimate combination of performance and speed to edit photos and videos faster Excellent choice for both business and personal computing needs The freedom to do it all from anywhere is a beautiful thing Our thinnest P laptop ever combines power and performance with a stunning SPECIFICATIONS RAM Size 16 GB Screen Size 14 in Battery Life 2 Hours OS Version Windows 11 Usage Business RAM Type DDR4 Model Number ELITEBOOK 840 G6 Processor Version Core i5-8365U Internal Memory 256 GB Colour Name Silver Type SSD Operating System Windows Grade Max External Graphics Graphic Card Model Name Elitebook 840 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 5,666.67. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",17000,https://f.nooncdn.com/p/pnsku/N53421381A/45/_/1746798311/de23511d-f229-46d2-b52d-580dcad3a7d6.jpg?width=800,16,256,SSD,I5,8365,8365U,Integrated,14.0,N53421381A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-laptop-with-14-inch-touch-screen-display-intel-core-i5-8365u-16gb-ddr4-ram-256gb-ssd-windows-11-silver-silver/N53421381A/p/
"Renewed - EliteBook 840 G6 Notebook Laptop With 14-Inch Display, Intel Core i7 Processor/8th Gen/16GB RAM/512GB SSD/Intel UHD Graphics 620 Silver","Product Overview Renewed Basic: Items with extensive prior usage, renewed and re-packed in a generic box. They have no scratches on the screen but they have some visible ones on their outer body. All compatible accessories and up to 90 days warranty included. 1. Product is extensively used, contains no scratches on screen and some visible scratches (and/or dents) on outer body and packed in new generic boxes. It comes with all compatible accessories. 2. Product has passed Noon standard functionality checklist and has been renewed by Noon certified partners to As is condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with up to 180 days warranty What will be the condition of my product? How are the grades classified? Every product sold by Noon is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty HIGHLIGHTS 1.8GHz Intel Core i7-8565U 8th Gen processor it is a highly secure and manageable PC offering powerful collaboration tools, enabling the enterprise workforce to be more productive and secure on the go or in the office This light and compact PC is built for the professional who requires top performance while on the go SPECIFICATIONS CPU Speed 1.8 GHz Internal Memory 512 GB Display Resolution 1920x1080 Display Type LED OS Version Windows 10 Usage Business Number of Cores Single Core Processor Version Number/Generation 8th gen Model Number 7KK35UT Processor Version Intel RAM Size 16 GB Screen Size 14 in Colour Name Silver Type SSD Operating System Windows Grade Basic RAM Type DDR4 External Graphics Integrated Model Name Elitebook 840 Product Features View Full Product Features Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,666.67. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",23000,https://f.nooncdn.com/p/v1622726249/N47540070A_1.jpg?width=800,16,512,SSD,I7,8565,8565U,Intel UHD Graphics,14.0,N47540070A,https://www.noon.com/egypt-en/renewed-elitebook-840-g6-notebook-laptop-with-14-inch-display-intel-core-i7-processor-8th-gen-16gb-ram-512gb-ssd-intel-uhd-graphics-620-silver/N47540070A/p/
"Renewed - Elitebook 840 G7 Laptop With 14-Inch FHD Display,Intel Core i7/10th Gen Processor/16GB RAM/DDR4/512GB SSD/Windows 10 Pro English Silver","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS Equipped with Intel generation processor for optimum performance Large storage option allows you to store all your files and media easily Enjoy movies and photos with the great image quality and high-definition No Fingerprint Option SPECIFICATIONS CPU Speed 1.6 GHz Battery Size 12 mAh Screen Size 14 in Display Resolution 1920x1080 Colour Name Silver Display Type WLED Battery Life 2 Hours OS Version Windows 10 Pro Usage Personal Grade Max RAM Type DDR4 External Graphics Integrated Model Number 840 G7 Pixels Per Inch 1920x1080 Number of USB Ports 2.0 Number of HDMI Ports 1.0 RAM Size 16 GB Internal Memory 512 GB Sim Type No SIM Card Features Anti Glare Keyboard Language English Resolution Full HD Type SSD Operating System Windows Model Series HP Elite Number of Cores Quad Core Processor Version Number/Generation 10th Gen What's In The Box Laptop and charger Model Name Elitebook HDMI Output - SD Card Slot - Processor Version Core i7 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 7,666.67. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they",23000,https://f.nooncdn.com/p/pnsku/N70013768V/45/_/1725955219/80172d4d-dd44-48b0-9d9e-9bfdaad8fb4c.jpg?width=800,16,512,SSD,Unknown,Unknown,Unknown,Integrated,14.0,N70013768V,https://www.noon.com/egypt-en/renewed-elitebook-840-g7-laptop-with-14-inch-fhd-display-intel-core-i7-10th-gen-processor-16gb-ram-ddr4-512gb-ssd-windows-10-pro-english-silver/N70013768V/p/
"Renewed - Elitebook 840 G7 Laptop With 14-Inch FHD Display,Intel Core i7/Quad Core/10th Generation/16GB DDR4 RAM/512 GB SSD/Windows 10 Pro English Silver","Product Overview Renewed Premium: Never been used, but may have been looked at. These items have no visible scratches or bruises. They are checked, renewed and re-packed in a generic but new box. You will get all original accessories + up to 12 months warranty. 1. Product is not used or minimally used. It is Renewed like new with no visible scratches and packed in a new generic box. It comes with all original accessories. 2. Product has passed Noon standard functionality checklist and has been renewed by Noon certified partners to Like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with up to 12 months warranty basis What will be the condition of my product? How are the grades classified? Every product sold by Noon is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty HIGHLIGHTS Excellent choice for both business and personal computing needs Splendid visual optimization technology provides the very best visuals for any type of content Intel technology makes enterprise-level manageability even more convenient and efficient No Fingerprint Option SPECIFICATIONS CPU Speed 1.6 GHz Internal Memory 512 GB Screen Size 14 in Display Resolution 1920x1080 Colour Name Silver Keyboard Language English Resolution Full HD Type SSD Operating System Windows Usage Business Product Length 21.46 cm Product Width 32.61 cm RAM Type DDR4 External Graphics Integrated Model Number 840 G7 Pixels Per Inch 1920x1080 Number of USB Ports 2 Number of HDMI Ports 1 RAM Size 16 GB Product Weight 1.46 KG Sim Type No SIM Card Features Anti Glare Weight 1 - 1.4 Kg Display Type WLED Battery Life 2 Hours OS Version Windows 10 Pro Connection Type HDMI Grade Premium Product Height 1.78 cm Number of Cores Quad Core Processor Version Number/Generation 10th Gen What's In The Box Laptop and charger Model Name Elitebook HDMI Output Yes SD Card Slot Yes Processor Version Core i7-10700 Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 8,666.67. We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",26000,https://f.nooncdn.com/p/pnsku/N70046263V/45/_/1707895941/ae69b236-de00-4021-83c5-0ba1ab409d0c.jpg?width=800,16,512,SSD,I7,10700,10700,Integrated,14.0,N70046263V,https://www.noon.com/egypt-en/renewed-elitebook-840-g7-laptop-with-14-inch-fhd-display-intel-core-i7-quad-core-10th-generation-16gb-ddr4-ram-512-gb-ssd-windows-10-pro-english-silver/N70046263V/p/
"Renewed - EliteBook 840 G7 Laptop With 14-Inch Full HD Display,Core i5 Processor/Quad Core/10th Gen/16GB RAM/256GB SSD/Windows 11 Black","Product Overview ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" HIGHLIGHTS 14-inch Full HD touchscreen display Intel Core i5-10310U processor at 4.4 GHz 16GB RAM for seamless multitasking 256GB SSD for fast storage and quick access Sleek black design for a professional look SPECIFICATIONS CPU Speed 4.4 GHz Internal Memory 256 GB Display Resolution 1920x1080 Resolution Full HD Type SSD Operating System Windows Number of Cores Quad Core Processor Version Number/Generation 10th Gen Model Number 840 G7 HDMI Output Yes Processor Version Core i5 RAM Size 16 GB Screen Size 14 in Colour Name Black Battery Life 2 Hours OS Version Windows 11 Grade Max RAM Type DDR4 External Graphics Integrated Model Name EliteBook 840 G7 SD Card Slot Yes Beauty & Fragrance Explore other bestsellers in Notebook Laptops Pay 3 monthly payments of EGP 13,333.33. ""Renewed Max: Negligible sign of usage, but come from the safest hands. These items have zero scratches or bruises. They are checked, renewed and re-packed in a generic but new box. Compatible accessories and 12-months warranty from seller included for you. 1. Product is negligibly used. It is Renewed like new with zero scratches and packed in a new generic box. It comes with compatible accessories. 2. Product has passed standard functionality checklist and has been renewed by certified sellers to like new condition 3. All products sold on Noon are 100% functional. The grade of any product only signifies its physical appearance 4. Product will come with 12-months Seller's warranty What will be the condition of my product? How are the grades classified? Every product sold is 100% functional. Grades only indicate the physical appearance of the product Will I get accessories with renewed products? What about the warranty for these accessories? Please refer to the product page if the accessories are included and if they are original/compatible. These will not carry any warranty"" We're Always Here To Help Reach out to us through any of these support channels Health & Nutrition Stationery & Books Electronics & Mobiles Computers & Accessories",40000,https://f.nooncdn.com/p/pnsku/N70307740V/45/_/1773129461/77d8ba8c-6459-478a-af2b-c64e0dd2a98f.jpg?width=800,16,256,SSD,I5,10310,10310U,Integrated,14.0,N70307740V,https://www.noon.com/egypt-en/renewed-elitebook-840-g7-laptop-with-14-inch-full-hd-display-core-i5-processor-quad-core-10th-gen-16gb-ram-256gb-ssd-windows-11-black/N70307740V/p/
